ID	Name
1752	Amboss
1759	Hillsbrad Stadtverzeichnis
1760	Verwitterter Bücherschrank
1761	Hillsbrad Proklamation
1763	WANTED: Syndicate Personnel
1764	Verschlossene Kugel und Kette
1765	Abgenutzte Holztruhe
1766	Feuer
1767	Helculars Grab
1768	Flamme von Azel
1769	Flamme von Veraz
1770	Flamme von Uzel
1771	Southshore
1772	Tarrens Mühle
1773	Hillsbrad
1774	Der Silberwald
1776	Burg Durnholde
1781	Alteracgebirge
1784	Dun Garok
1787	Das Arathihochland
1798	Lagerfeuer
1829	Lagerfeuer
1830	Lagerfeuer
1831	Freudenfeuer
1908	Lagerfeuer
1915	Kochstellen-Feuer
1926	Lagerfeuer
1928	Freudenfeuer
1967	Feuergrube
1969	Lagerfeuer
1973	Lagerfeuer
1977	Lagerfeuer
1981	Lagerfeuer
1992	Lagerfeuer
1993	Lagerfeuer
1995	Lagerfeuer
1997	Lagerfeuer
2004	Schwelendes Feuer
2005	Lagerfeuer
2006	Lagerfeuer
2007	Lagerfeuer
2008	Gefährlich!
2018	Stadt Alterac
2019	Strahnbrad
2023	Strahnbrad
2024	Andorhal
2025	Stadt Alterac
2026	Hillsbrad Vorgebirge
2030	Stadt Alterac
2032	Warnung!!!! Pestländer
2039	Versteckte Geldkasette
2040	Mithrilablagerung
2041	Lebenswurz
2042	Blassblatt
2043	Khadgars Schnurrbart
2044	Winterbiss
2045	Würgetang
2046	Golddorn
2047	Echtsilberablagerung
2059	Eine Zwergenleiche
2061	Lagerfeuer
2066	Freudenfeuerschaden
2068	Pupellyverbos-Portwein
2076	Blubbernder Kessel
2082	Uther der Lichtmacher
2083	Blutsegel-Korrespondenz
2084	Musquash Wurzel
2086	Blutsegel-Kisten
2087	Blutsegel-Befehle
2096	Der Handelsdistrikt
2098	Kathedralenplatz
2100	Altstadt
2101	Das Magierviertel
2106	Kathedralenplatz
2109	Duftende Blumen
2110	Kathedralenplatz
2111	Der Handelsdistrikt
2112	Altstadt
2117	Burg Stormwind
2124	Das Magierviertel
2130	Zum Weinfass
2138	Der leere Köcher
2139	Wellers Arsenal
2142	Goldshire
2145	Zählhaus Stormwind
2146	Alltäglicher Bedarf
2148	Die Käseschneider
2149	Die Sieben Todsünden
2150	Der Silberschild
2151	Thanes Stiefel & Schulterpolster
2152	Taverne Zum pfeifenden Schwein
2153	Schöne schwere Waffen
2154	Der schützende Balg
2155	Ehrliche Klingen
2156	Begrenzte Immunität
2157	Nur Streitkolben
2158	Perfekte Platten
2159	Rathaus
2160	Die Argentumdämmerung
2161	Duncans Textilien
2162	Stormwind-Stäbe
2163	Unverzichtbare Komponenten
2164	Zum geschlachteten Lamm
2165	Feuerwerk
2166	Alchimiebedarf
2167	Antike Kuriositäten
2169	Der traurige Einsiedler
2177	Das feinste Garn
2188	Das Magierviertel
2289	Kaputtes Rettungsboot
2332	Barbequed Buzzard Wings
2333	Stranglevine Wine
2335	Freudenfeuer
2371	Kopfjägerschädel
2413	Wooden Chair
2489	Stuhl
2551	Gekochter Schädel
2552	Kesseldampf
2553	Eine schmierige Schriftrolle
2554	Cortellos Rätsel
2555	Schimmlige Schriftrolle
2556	Cortellos Schatz
2558	Test
2560	Halb vergrabene Flasche
2561	Eiskältefalle
2562	Baked Bread
2563	Altar der Gezeiten - Fokussiert
2573	Schmiede
2576	Altar der Gezeiten
2652	Ebenezer Rustlockes Leichnam
2653	Geringe Blutsteinablagerung
2656	Durchnässter Brief
2657	Legenden der Erde
2664	Lagerfeuer
2670	Das Sumpfland
2672	Burg Stromgarde
2673	Thandol Spange
2678	Hillsbrad Ebene
2680	Hammerfall
2685	Die Zuflucht
2687	Flasche
2688	Hauptstein
2689	Stein der westlichen Bindung
2690	Stein der äußeren Bindung
2691	Stein der östlichen Bindung
2695	Buch
2701	Regenbogenfarbene Splitter
2702	Stein der inneren Bindung
2703	Trollbanes Grabmal
2704	Sprengstofflager
2707	Karten der MAIDENS FOLLY
2708	Karten der SPIRIT OF SILVERPINE
2709	Logbuch der Maidens Folly
2710	Logbuch der Spirit of Silverpine
2711	Aufladender Stein
2712	Verkalkter Elfenedelstein
2713	Steckbrief-Brett
2714	Alterac Granit
2715	Ruined Pedestal
2716	Trelanes Truhe
2717	Trelanes Schließkiste
2718	Trelanes Schließkassette
2719	Blubbernder Kessel
2722	Schwimmende Funken
2724	Sack Hafer
2732	Lagerfeuer
2734	Durchnässte Truhe
2739	Kiste der Black Feather
2740	Kiste der Raven Claw
2741	Kiste des Himmels
2742	Kiste des Nesting
2743	Aus Stein gehauene Urne
2744	Riesenmuschel
2842	Säule aus Diamant
2843	Ramponierte Truhe
2844	Ramponierte Truhe
2846	Ramponierte Truhe
2848	Säule aus Opal
2849	Ramponierte Truhe
2850	Robuste Truhe
2852	Robuste Truhe
2855	Stabile Truhe
2857	Robuste Truhe
2858	Säule aus Amethyst
2866	Feuerblüte
2867	Ausgrabungsgrundbedarf-Kiste
2868	Zerknitterte Karte
2870	Gelbe Aura, sehr hoher Pfeiler
2871	Wassergeschliffener Altar
2872	Verzauberter Seetang
2875	Ramponiertes Zwergenskelett
2883	Reifer Kürbis
2891	Balia'mah Trophäenschädel
2892	Ziata'jai-Trophäenschädel
2893	Zul'Mamwe Trophäenschädel
2904	Brunnenwasser-Säuberungs-Aura
2908	Versiegelte Vorratskiste
2909	Wildmane Wasserpumpe
2910	Quellstein
2911	Stormbull Wasserbrunnen
2912	Bernsteinkorn
2913	Winterhoof-Wasserbrunnen
2914	Stammesfeuer
2933	Siegel der Erde
2968	Das Dorf der Bloodhoof
2969	Thunder Bluff
2971	Das Brachland
2972	Camp Narache
3076	Schmutzbefleckte Karte
3084	Feuer
3085	Lagerfeuer
3089	Lagerfeuer
3189	Angriffsplan: Tal der Prüfungen
3190	Angriffsplan: Sen'jin
3192	Angriffsplan: Orgrimmar
3203	Arena
3204	Booty Bay
3205	Arena
3206	Booty Bay
3209	Grom'Gol
3224	Razor Hill
3226	Orgrimmar
3227	Der Höhlenbau
3228	Das Brachland
3236	Gnomen-Werkzeugkasten
3237	Eingekerkerter Darkspear
3238	Chens leeres Fässchen
3239	Benedicts Truhe
3240	Schwanzpeitscher-Eier
3249	Lagerfeuer
3252	Lagerfeuer
3276	Sen'jin
3286	Loderndes Feuer
3290	Gestohlener Vorratssack
3296	Versengendes Feuer
3298	Loderndes Feuer
3301	Brennende Glutspäne
3303	Warmes Feuer
3308	Freudenfeuer
3315	Siedender Kessel
3523	TEST Circle of Flame
3524	Die Dämonensaat
3525	Der Altar des Feuers
3640	Potenter Pilz
3642	Kolkars Beute
3643	Alte Schließkiste
3644	Bael-Modan-Flugapparat
3646	Geldkassette von General Twinbraid
3658	Wasserfass
3659	Fass Melonensaft
3660	Rüstungskiste
3661	Waffenkiste
3662	Nahrungsmittelkiste
3685	Silithid Hügel
3689	Waffenkiste
3690	Nahrungsmittelkiste
3691	Nahrungsmittelkiste
3692	Nahrungsmittelkiste
3693	Nahrungsmittelkiste
3694	Nahrungsmittelkiste
3695	Nahrungsmittelkiste
3698	Nahrungsmittelkiste
3702	Rüstungskiste
3703	Rüstungskiste
3704	Waffenkiste
3705	Fass mit Milch
3706	Fass mit süßem Nektar
3707	Nahrungsmittelkiste
3710	Nahrungsmittelkiste
3714	Allianz-Geldkassette
3715	Allianz-Truhe
3719	Nahrungsmittelkiste
3722	Lagerfeuer
3737	Blubbernder Felsspalt
3740	Blubbernder Felsspalt
3743	Felsspaltenpflanze
3767	Drizzliks Kaufhaus
3768	Zerbrechlich - nicht fallen lassen
3769	Dicker Ofen
3771	Dicker Ofen
3797	Gemütliches Feuer
3798	Gemütliches Feuer
3799	Gemütliches Feuer
3800	Gemütliches Feuer
3815	Warmes Feuer
3816	Warmes Feuer
3817	Loderndes Feuer
3819	Loderndes Feuer
3847	Wilde Lohe
3888	Mächtige Lohe
3890	Loderndes Feuer
3892	Mächtige Lohe
3893	Mächtige Lohe
3899	Loderndes Feuer
3901	Loderndes Feuer
3909	Loderndes Feuer
3911	Brennende Glutspäne
3936	Wilde Lohe
3960	Brennende Glutspäne
3972	WANTED: Baron Vardus
4072	Hauptsteuerventil
4088	Amboss
4090	Schmiede
4095	Allianz-Stahlkasten
4096	Allianz-Truhe
4097	Sperr-Rad
4098	Durotar
4099	Mulgore
4100	Das Steinkrallengebirge
4101	Kreuzweg
4102	Der Kreuzweg
4104	Ashenvale
4105	Die Marschen von Dustwallow
4106	Thousand Needles
4141	Steuerkonsole
4149	Robuste Truhe
4166	Alchimie-Gerätschaften
4170	Mesa-Fahrstuhl
4171	Mesa-Fahrstuhl
4406	Webwood Eier
4608	Bäumlingsspross
5619	Fehlerhafter Kraftstein
5620	Fehlerhafte Kraftsteine
5621	Fehlerhafte Kraftsteine
5622	Lila Aura, kurzer Pfeiler, Maßstab 0,6
6289	Schwelbrand
6291	Glimmende Kohlenpfanne
6751	Pflanze mit fremdartigen Früchten
6752	Fremdartiger Farnwedel
6906	Rot-Raptor Nest
6907	Blau-Raptor Nest
6908	Gelb-Raptor Nest
7510	Farn-Schößling
7923	Denalans Pflanzer
9630	Flagongut's Fossil
9847	Kochstelle
10076	Wahrsageschale
10082	Stormwind
10388	Kochstelle
11713	Todes-Kappe
11714	Scaber Stengel
11898	Mesa Fahrstuhl
11899	Mesa Fahrstuhl
12144	Zwielicht Foliant
12351	Dolanaar
12352	Starbreeze
12353	Shadowglen
12354	Aldrassil
12357	Darnassus
12360	Die Lichtung des Orakels
12654	Mathystra Relikt
12666	Twilight-Foliant
12893	Der Hain der Uralten
12894	Ameth'Aran
12895	Ashenvale
12896	Auberdine
12900	Bashal'Aran
12903	Mathystra
13348	Darkshore
13349	Astranaar
13352	Der Schrein von Aessina
13356	Das Brachland
13357	Felwood
13358	Aszhara
13359	Katzenfigürchen
13360	Mathystra Relikt
13872	Mathystra Relikt
13873	Katzenfigürchen
13891	Schlangenflaum
13949	Verrostete Eisenkiste
13952	Ziel
13965	Fabriktür
15069	Freudenfeuer
16393	Urtum-Flamme
16394	Urtum-Flamme
16397	Eisenverkleidete Tür
16398	Defias Kanone
16399	Gießereitür
16400	Mastraumtür
16431	Cracked Necrotic Crystal
17153	Schwere Tür
17155	Defias-Schießpulver
17156	Türhebel
17157	Türhebel
17182	Dröhnkiste 827
17183	Dröhnkiste 411
17184	Dröhnkiste 323
17185	Dröhnkiste 525
17188	Die Lage in Ameth'Aran
17189	Der Untergang von Ameth'Aran
17282	Pflanzenbündel
17783	Antike Statuette
18035	Stammes-Feuer
18036	Flasche voll Krankheit
18076	Lagerfeuer
18077	Rauchender Ständer
18083	Blubbernder Kessel
18087	Lagerfeuer
18342	Verbeulter Kessel
18343	Kochstelle
18596	Knisterndes Lagerfeuer
18603	Antike Statuette
18895	Innenhof-Tür
18899	Hebel
18934	Zellentür
18971	Arugals Versteck
18972	Zauberer-Pforte
18973	Arugals Fokus
19000	Altar Of Storms
19001	Chapel
19002	Barn
19003	Barracks
19004	Blacksmith
19005	Farm
19006	House
19007	Inn
19008	Lumbermill
19009	Mage Tower
19010	Stable
19011	Townhall
19012	Townhall without Wall
19013	Hut
19014	Hut 2
19015	Elune's Tear
19016	Stardust Covered Bush
19017	Riesenmuschel
19018	Riesenmuschel
19019	Box of Assorted Parts
19020	Kasten mit verschiedenen Ersatzteilen
19021	Rostige Truhe
19022	Abgenutzte Truhe
19023	Rostige Truhe-Falle
19024	Geheimer Schrein
19025	Antike Inschrift
19026	Gate 1
19027	Buch von Mel'Thandris
19028	Scharlachroter Wachposten
19029	Wall Piece
19030	Erdhaufen
19031	Wall Piece 2
19032	Wall Piece 3
19033	Das Brachland
19034	Wall Piece with Stairs
19035	WallPost
19036	WallPost
19037	Lumbermill
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------
19038	Mage Tower
19039	Abbey
19040	Oil Plataform
19041	Prison Headquarters
19042	Prison House
19043	Prison Cage 1
19044	Prison Cage 2 (with tunnel)
19045	Prison Cage 3 (with tunnel)
19046	Prison Cage 4 (with tunnel)
19047	Townhall 3
19048	Human PvP Barracks City
19049	Stormwind City
19050	Booty Bay
19051	Duskwood World Tree
19052	Troll Ziggurat
19053	Zul'Gurub Piece
19054	Aliancce Shrine
19055	Abbey Gate
19056	Bridge 2
19057	Bridge
19058	Bridge 3
19059	Stormwind Valley of Heroes Bridge
19060	Stormwind Valley of Heroes Gate
19061	Horde Shrine
19062	Ironfoot Bridge
19063	Bridge 2
19064	Bamboo House
19065	Stranglethorn Arena
19066	Blackrock
19067	Blackrock Lower Guild
19068	Blackrock Lower Instance
19069	Blackrock Upper Guild
19070	Blackrock Upper Instance
19071	Nefarian's Balcony
19072	Deadmines Part 1
19073	Deadmines Part 2
19074	Deadmines Part 3
19075	Deadmines Part 4
19076	Karazhan Future Tower Instance
19077	Kharazan Actual Tower (no instance)
19078	The Stockades
19079	Stormwind Vault
19080	Deeprun Tram
19081	Caverns of Time
19082	Caverns of Time Entrance
19083	Caverns of Time Arm 1
19084	Caverns of Time Arm 2
19085	Caverns of Time Arm 3
19086	Ahn'Quiraj
19087	Ahn'Quiraj Entrance
19088	Ahn'Quiraj Door
19089	Ahn'Quiraj Border of Door
19090	Ahn'Quiraj Walls
19091	Blackfathom
19092	Blackfathom Instance
19093	Old Blackfathom Facade
19094	Dire Maul
19095	Dire Maul Back Entrance
19096	Dire Maul Instance
19097	Maraudon
19098	Maraudon Intance
19099	Onyxia's Lair
19100	Onyxia's Lair Piece
19101	Onyxia's Lair
19102	Ragefire Chasm
19103	Razorfen Downs
19104	Razorfen Downs Intance
19105	Razorfen Kraul
19106	Razorfen Kraul Intance
19107	Wailing Caverns
19108	Wailing Caverns Intance
19109	Wailing Caverns Teeth
19110	Gnomeragan
19111	Gnomeragan Instance
19112	Uldaman Piece
19113	Uldaman Piece 2
19114	Uldaman Piece 3
19115	Uldaman Piece 4
19116	Dragon Isles
19117	Dragon Isles 2
19118	Dragon Isles 3
19119	Dragon Isles 4
19120	Monestary Cathedral
19121	Monestary Cementery
19122	Monestary Library
19123	Monestary War
19124	Shadowfang
19125	Shadowfang Instance
19126	Stratholme Part
19127	Stratholme Part 2
19128	Stratholme Part 3
19129	Stratholme Part 4
19130	Algaz Gate
19131	Animal Den
19132	Anvilmar Pass
19133	Barrow Dens
19134	Corrupted Barrow Dens
19135	Barrow Dens 2
19136	Barrow Dens 3
19137	Barrow Dens 4
19138	Corrupted Barrow Dens 2
19139	Ice Den
19140	Jungle Den
19141	Mushroom Den
19142	Troll Den
19143	Troll Den 2
19144	Volcanic den
19145	Warm Den
19146	Tunnel Cave to Cave
19147	Tunnel Cave to Cave (Ice)
19148	Tunnel Cave to Cave Large
19149	Tunnel Cave to Cave (Warm)
19150	Alterac Valley Entrance
19151	Alterac Valley Entrance (Snow)
19152	Crypt
19153	Crypt 2
19154	Crypt 3
19155	Crypt 4
19156	Crypt 5 (Undead Starting Crypt)
19157	Crypt School
19158	Crypt Simple Entrance
19159	Large Tunnel
19160	Medium Tunnel
19161	Medium Tunnel (Snow)
19162	Small Tunnel
19163	Small Tunnel (Snow)
19164	Fishing Hole
19165	Goldmine
19166	Goldmine Small
19167	Goldmine 2
19168	Goldmine 3
19169	Goldmine 4
19170	Goldmine 5
19171	Goldmine 6
19172	Goldmine 7
19173	Hive Arch
19174	Hive Piece (exterior)
19175	Hive Piece 2 (exterior)
19176	Hive Piece 3 (exterior)
19177	Hive Piece 4 (exterior)
19178	Hive Piece 5 (exterior)
19179	Mini-Hive 1
19180	Mini-Hive 2
19181	Mini-Hive 3
19182	Mini-Hive 3 Albino
19183	Mini-Hive 4
19184	Mini-Hive 4 Albino
19185	Mini-Hive 5
19186	Mini-Hive 5 Albino
19187	Mini-Hive 6
19188	Mini-Hive 6 Albino
19189	Horde Mine
19190	Horde Mine 2
19191	Ice Cave
19192	Ice Cave Medium
19193	Ice Cave 2
19194	Ice Cave 3
19195	Ice Cave 4
19196	Jungle Cave
19197	Jungle Cave Crystal
19198	Jungle Cave Medium
19199	Jungle Cave 2
19200	Mountain Cave Medium
19201	Mountain Cave Medium 2
19202	Mountain Cave Medium 3
19203	Mountain Cave Medium 4
19204	Mountain Cave Medium 5
19205	Mountain Cave Medium 6
19206	Mountain Cave Medium 7
19207	Mountain Cave Medium 8
19208	Mushroom Cave
19209	Mushroom Cave 2
19210	Mushroom Cave 3
19211	Mushroom Cave 4
19212	Mushroom Cave 5
19213	Mushroom Cave 6
19214	Mushroom Cave 7
19215	Mushroom Cave 8
19216	Mushroom Cave 9
19217	Mushroom Cave 10
19218	Underwater Cave Medium
19219	Warm Cave
19220	Warm Cave Medium
19221	Ogremound
19222	Ogremound 2
19223	Ogremound 3
19224	Ogremound 4
19225	Ogremound 5
19226	Ogremound Medium
19227	Ogremound 6
19228	Ogremound 7
19229	Ogremound 8
19230	Pirate Ship
19231	Pirate Ship 2
19232	Ruined Fortress
19233	Ruined Keep
19234	Crypt Intance
19235	Spidermane
19236	Furbolg Cave
19237	Timbermaw Hold
19238	Scarley Monastery
19239	Sunken Temple
19240	Sunken Temple Instance
19241	Hut
19242	Observatory (snow)
19243	Igloo
19244	Igloo 2
19245	Igloo 3
19246	Igloo 4
19247	Desert Building
19248	Desert Building 2
19249	Desert Building 3
19250	Desert Building 4
19251	Laboratory
19252	Naga Pagoda
19253	House
19254	Abbey
19255	Druid Tower
19256	Guard Tower
19257	Building
19258	Inn
19259	Giant Moonwell
19260	Moonwell
19261	Outpost
19262	Small House
19263	Gate
19264	Blackrock Barracks
19265	Barracks
19266	Barracks (Swamp of Sorrows)
19267	Blackrock Blacksmith
19268	Blacksmith
19269	Blacksmith (Swamp of Sorrows)
19270	Blackrock Fortress
19271	Fortress
19272	Fortress (Swamp of Sorrows)
19273	Blackrock Great Hall
19274	Great Hall
19275	Great Hall (Swamp of Sorrows)
19276	Blackrock Hut
19277	Hut
19278	Inn
19279	Blackrock Kennel
19280	Kennel
19281	Kennel (Swamp of Sorrows)
19282	Blackrock Mage Tower
19283	Kompendium der Gefallenen
19284	Mythologie der Titanen
19285	Blackrock House
19286	House
19287	House (Swamp of Sorrows)
19288	Blackrock Tower
19289	Tower
19290	Tower (Swamp of Sorrows)
19291	Blackrock Tower Small
19292	House Tower Small
19293	Zeppelin House
19294	Druid Tent
19295	Hunter Tent
19296	Hut Big
19297	Hut
19298	Hut 2
19299	Tepee
19301	Longhouse
19302	Shaman Tent
19303	Blackrock Troll Burrow
19304	Troll Burrow (Swamp of Sorrows)
19305	Troll Burrow
19306	Troll Hotel
19307	Troll Shop House
19308	Troll Shopping Mall
19309	Troll Hut Desert
19311	Troll Hut
19312	Troll Hut Small
19313	Bridge
19314	Durotar Rooted Rock
19315	Gate
19316	Theramore Docks
19317	Bridge
19318	Bridge
19319	Tent
19320	Bridge
19321	Landing Pad
19322	Monster Machine
19323	Wheel Plataform
19324	Gate
19325	Everlook Walls
19326	Darnassus
19327	Orc Pvp Barracks City
19328	Orgrimmar City
19329	PvP Wall
19330	PvP Wall
19331	Druid Mesa
19332	Druid Mesa 2
19333	Giant Totem
19334	Lower Mesa
19335	Lower Mesa 2
19336	Lower Mesa 3
19337	Lower Mesa 4
19338	Lower Mesa 5
19339	Lower Mesa 6
19340	Mid Mesa
19341	Mid Mesa 2
19342	Mid Mesa 3
19343	Mid Mesa 4
19344	Shaman Mesa
19345	Undead Cave
19346	Upper Mesa
19347	Upper Mesa 2
19348	Upper Mesa 3
19349	Upper Mesa 4
19350	Upper Mesa 5
19351	Warrior Mesa
19352	Warrior Mesa 1
19353	Winterspring Cave
19354	Anvilmar
19355	Barracks (snow)
19356	Barracks
19357	Blacksmith (snow)
19358	Blacksmith
19359	Griffon Aviary
19360	Guard Tower
19361	Inn (snow)
19362	Inn
19363	Stable (snow)
19364	Tower (snow)
19365	Stable
19366	Tavern (snow)
19367	Tavern
19368	Dark Iron Tower
19369	Gates of Grim Batol
19370	Ironforge
19371	Dam
19372	Excavation Plataform
19374	Netherguard Walls
19375	Cathedral
19376	Slaughter House
19377	Ziggurat
19378	Tower Zeppelin
19379	Uther Shrine
19380	Durnholde Walls
19381	Stromguard Walls
19382	Troll City Arena
19383	Undercity
19384	Lordaeron Walls
19385	Dark Portal
19386	Warcraft 2 Dark Portal
19387	Draenei Hut
19388	Draenei Tower
19389	Draenei Hut 2
19390	Tank
19391	Black Citadel
19392	PvP Wall
19393	PvP Wall 2
19394	PvP Wall 3
19395	Spike Wall
19396	Booty Bay Entrance
19397	Goblin Statue
19398	Burnt People
19399	Burnt People 2
19400	Burnt People 3
19401	Burnt People 4
19402	Burnt People 5
19403	Bridge 4
19404	Burnt Giant Wheel
19405	Lava Altar
19406	Lava Bridge
19407	Lava Plug
19408	Lava Plug 2
19409	Lava Shrine
19410	Lothar Statue
19411	Smoke
19412	Goblin Melting Pot
19413	Rock Bridge
19414	Hanging Body
19415	Hanging Body 2
19416	Rock Arch
19417	Rock Arch 2
19418	Rock Arch 3
19419	Wagon
19420	Ogremound 9
19421	Covered Bridge
19422	Darkshire Entrance
19423	Guard Tower
19424	Chasm Bridge
19425	Coffin
19426	Coffin Lid
19427	Darkshire Entrance
19428	Barn
19429	Hay Stack
19430	Hay Wagon
19431	Hearse
19432	Scarecrow
19433	Wheat
19434	Fence Segment
19435	Gate
19436	Cementery Gate
19437	Grave Frame
19438	Cementery Gate 2
19439	Gate Segment
19440	Mausoleum
19441	Dirt Mound
19442	Tomb Stone 1
19443	Tomb Monument
19444	Rock Wall
19445	Warning Tree
19446	Portal Gate
19447	Blacksmith
19448	Distillery
19449	Guard Tower 2
19450	Watch Tower
19451	Stormwind Gate Old
19452	Human Ballista
19453	Orc Catapult
19454	Fence
19455	Stone Fence
19456	Eye Of Azora
19457	Lamp Post
19458	Rock Monument
19459	Ruined Fountain
19460	Lion Statue
19461	Stone Pyre
19462	Water Basin
19463	Cliffspring Waterfall
19464	Dreadmist Peak Pool
19465	Karazahn Portcullis
