ID	Name
1730	Abgenutzter Panzer-Gürtel
1731	Abgenutzte Panzer-Stiefel
1732	Abgenutzte Panzer-Armschienen
1733	Abgenutzter Umhang
1734	Abgenutzte Panzer-Handschuhe
1735	Abgenutzte Panzer-Hose
1737	Abgenutzte Panzer-Weste
1738	Geschnürter Panzer-Gürtel
1739	Geschnürte Panzer-Stiefel
1740	Geschnürte Panzer-Armschienen
1741	Geschnürter Umhang
1742	Geschnürte Panzer-Handschuhe
1743	Geschnürte Panzer-Hose
1744	Geschnürte Panzer-Schulterpolster
1745	Geschnürte Panzer-Weste
1746	Gekettelter Gürtel
1747	Gekettelte Stiefel
1748	Gekettelte Armschienen
1749	Gekettelter Umhang
1750	Gekettelte Handschuhe
1751	Gekettelte Hose
1752	Gekettelte Schulterpolster
1753	Gekettelte Weste
1754	Verstärkter Ketten-Gürtel
1755	Verstärkte Ketten-Stiefel
1756	Verstärkte Ketten-Armschienen
1757	Verstärkter Ketten-Umhang
1758	Verstärkte Ketten-Handschuhe
1759	Verstärkte Ketten-Hose
1760	Verstärkte Ketten-Schulterpolster
1761	Verstärkte Ketten-Weste
1764	Segeltuch-Schuhe
1766	Segeltuch-Umhang
1767	Segeltuch-Handschuhe
1768	Segeltuch-Hose
1769	Segeltuch-Schulterpolster
1770	Segeltuch-Weste
1772	Brokat-Schuhe
1774	Brokat-Umhang
1775	Brokat-Handschuhe
1776	Brokat-Hose
1777	Brokat-Schulterpolster
1778	Brokat-Weste
1780	Kreuznaht-Sandalen
1782	Kreuznaht-Umhang
1783	Kreuznaht-Handschuhe
1784	Kreuznaht-Hose
1785	Kreuznaht-Schulterpolster
1786	Kreuznaht-Weste
1787	Geflickter Leder-Gürtel
1788	Geflickte Leder-Stiefel
1789	Geflickte Leder-Armschienen
1790	Geflickter Umhang
1791	Geflickte Leder-Handschuhe
1792	Geflickte Lederhose
1793	Geflickte Leder-Schulterpolster
1794	Geflicktes Lederwams
1795	Rohleder-Gürtel
1796	Rohleder-Stiefel
1797	Rohleder-Armschienen
1798	Rohleder-Umhang
1799	Rohleder-Handschuhe
1800	Rohleder-Hose
1801	Rohleder-Schulterpolster
1802	Rohleder-Tunika
1803	Fester Leder-Gürtel
1804	Feste Leder-Stiefel
1805	Feste Leder-Armschienen
1806	Fester Umhang
1807	Feste Leder-Handschuhe
1808	Feste Lederhose
1809	Feste Leder-Schulterpolster
1810	Feste Leder-Rüstung
1811	Stumpfes Claymore
1812	Kurzstielige Streitaxt
1813	Gesplitterter Bauernstecken
1814	Ramponierter Schlaghammer
1815	Ornamentkolben
1816	Unausbalancierte Axt
1817	Stämmiges Kurzschwert
1818	Standard-Claymore
1819	Stechhacke
1820	Hölzerner Schlägel
1821	Verformte Klinge
1822	Zedernholz-Wanderstecken
1823	Schlägerknüppel
1824	Glänzende Kriegsaxt
1825	Unförmiger Knüttel
1826	Steinschlägel
1827	Fleischspaltbeil
1828	Steinkriegsaxt
1829	Kurzer Entersäbel
1830	Langes Bastardschwert
1831	Eichener Kriegsstab
1832	Glücks-Beinkleider
1835	Schmutziger Leder-Gürtel
1836	Schmutzige Leder-Armschienen
1839	Rauer Leder-Gürtel
1840	Raue Leder-Armschienen
1843	Gegerbter Leder-Gürtel
1844	Gegerbte Leder-Armschienen
1845	Kettenpanzer-Gürtel
1846	Kettenpanzer-Armschienen
1849	Geschmeidiger Leder-Gürtel
1850	Geschmeidige Leder-Armschienen
1852	Schuppenpanzer-Armschienen
1853	Schuppenpanzer-Gürtel
1875	Thistlenettles Abzeichen
1893	Minenarbeiter-Rache
1894	Minenarbeiter-Gewerkschaftsausweis
1913	Beschlagener Totschläger
1917	Juwelenbesetzter Dolch
1922	Vorräte für Sven
1923	Ambassador's Satchel
1925	Defias-Rapier
1926	Beschwerter Prügel
1927	Deadmines-Spaltbeil
1928	Defias-Magierstab
1929	Seidendurchwirkte Beinkleider
1930	Steinmetz-Umhang
1931	Gewaltige Gnoll-Klaue
1933	Stab der Herbeizauberei
1934	Steinmetz-Beinkleider
1935	Auftragsmörderklinge
1936	Goblin-Schraubendreher
1937	Kreissäge
1938	Block-Schlaghammer
1939	Schlauch mit süßem Rum
1941	Fässlein mit Merlot
1942	Flasche mit Fusel
1943	Goblin-Panzer-Gamaschen
1944	Metallarbeit-Handschuhe
1945	Holzarbeit-Handschuhe
1946	Marys Handspiegel
1951	Blackwater-Entersäbel
1955	Dragonmaw-Ketten-Stiefel
1956	Verblasster Shadowhide-Anhänger
1958	Versteinerter Schienbeinknochen
1959	Kalteisenhacke
1962	Leuchtender Shadowhide-Anhänger
1965	Weißer-Wolf-Handschuhe
1968	Oger-Monokel
1970	Wiederherstellender Balsam
1971	Furlbrows Urkunde
1972	Westfall-Urkunde
1973	Täuschungskugel
1974	Geiststoß-Armschienen
1975	Pysans altes Großschwert
1976	Schlackenhammer
1978	Wolfklauen-Handschuhe
1979	Mauer der Toten
1980	Unterweltband
1981	Eispanzerwams
1982	Nachtklinge
1986	Darmfetzer
1987	Krazeks reparierter Topf
1988	Oberbrigadier-Stulpen
1990	Ballast-Schlägel
1991	Goblin-Superschaufler
1992	Schlammfröstel-Fetisch
1993	Ogergeistring
1994	Ebonclaw-Schlepper
1996	Voodoo-Band
1997	Gebügelte Filzrobe
1998	Bloodscalp-Kanalisierungs-Stab
2000	Archeus
2004	Grelin Whitebeards Tagebuch
2005	Die erste Troll-Legende
2006	Die zweite Troll-Legende
2007	Die dritte Troll-Legende
2008	Die vierte Troll-Legende
2011	Verdrehter Säbel
2013	Gruftknochen-Stab
2014	Schwarzmetallgroßschwert
2015	Schwarzmetallkriegsaxt
2017	Leuchtende Leder-Armschienen
2018	Skelett-Langschwert
2020	Hollowfang-Klinge
2021	Grüner Knochenpanzerschild
2024	Espandon
2025	Hakenaxt
2026	Steinhammer
2027	Krummsäbel
2028	Hammer
2029	Spaltbeil
2030	Knorriger Stab
2032	Gallan-Manschetten
2033	Botschafter-Stiefel
2034	Gelehrtenroben
2035	Schwert des Nachthimmels
2036	Verstaubte Bergbau-Handschuhe
2037	Tunnelgräber-Stiefel
2039	Flachlandring
2040	Troll-Beschützer
2041	Tunika von Westfall
2042	Stab von Westfall
2043	Ring der unglückseligen Geister
2044	Sichel der unglückseligen Geister
2046	Bluegill-Kukri
2047	Anvilmar-Handaxt
2048	Anvilmar-Hammer
2054	Trogg-Handaxt
2055	Kleiner Holzhammer
2057	Eingedelltes Defias-Kurzschwert
2058	Kazons Schlägel
2059	Wachposten-Umhang
2064	Trogg-Keule
2065	Rockjaw-Klinge
2066	Schädel-Kriegsbeil
2067	Frostbiss-Stab
2069	Schwarzbärenbalg-Weste
2070	Darnassus-Blauschimmelkäse
2072	Zwergen-Magierstab
2073	Zwergen-Kriegsbeil
2074	Robuste Kurzklinge
2075	Priester-Kolben
2077	Magicus-Stab
2078	Nördliches Kurzschwert
2079	Kriegshammer des Sergeants
2080	Hillborne-Axt
2082	Wizbangs Rupfensack
2084	Dunkelstahl-Bastardschwert
2085	Fleischbrocken
2087	Harter Kriecher-Knochenpanzer
2088	Langes Kriecher-Gliedmaß
2089	Scrimshaw-Dolch
2091	Magischer Staub
2092	Abgenutzter Dolch
2098	Doppelläufige Schrotflinte
2099	Zwergen-Handkanone
2100	Präzise kalibriertes Schießeisen
2101	Leichter Köcher
2102	Kleiner Munitionsbeutel
2105	Rohlingshemd
2108	Frostmane-Lederweste
2109	Frostmane-Kettenweste
2110	Leichte Magierschmied-Robe
2112	Holzfällerwams
2113	Calors Notiz
2114	Schneebedeckte Robe
2117	Dünne Stoff-Schuhe
2119	Dünne Stoff-Handschuhe
2120	Dünne Stoff-Hose
2121	Dünne Stoff-Rüstung
2122	Gesprungener Leder-Gürtel
2123	Gesprungene Leder-Stiefel
2124	Gesprungene Leder-Armschienen
2125	Gesprungene Leder-Handschuhe
2126	Gesprungene Lederhose
2127	Gesprungene Lederweste
2129	Großer runder Schild
2130	Keule
2131	Kurzschwert
2132	Kurzstab
2133	Small Shield
2134	Handaxt
2136	Herbeigezaubertes geläutertes Wasser
2137	Schnippelmesser
2138	Geschärfter Brieföffner
2139	Langdolch
2140	Schnitzmesser
2141	Weichleder-Weste
2142	Weichleder-Gürtel
2143	Weichleder-Stiefel
2144	Weichleder-Armschienen
2145	Weichleder-Handschuhe
2146	Weichleder-Hose
2148	Polierter Schuppen-Gürtel
2149	Polierte Schuppen-Stiefel
2150	Polierte Schuppen-Armschienen
2151	Polierte Schuppen-Handschuhe
2152	Polierte Schuppen-Gamaschen
2153	Polierte Schuppen-Weste
2154	Die Geschichte von Morgan Ladimore
2156	Gefütterte Stiefel
2158	Gefütterte Handschuhe
2159	Gefütterte Hose
2160	Gefütterte Rüstung
2161	Buch von Svens Hof
2162	Sarahs Ring
2163	Schattenklinge
2164	Darmreißer
2165	Old Blanchys Decke
2166	Großknecht-Gamaschen
2167	Großknecht-Handschuhe
2168	Großknecht-Stiefel
2169	Sauserklinge
2172	Rustikaler Gürtel
2173	Alter Leder-Gürtel
2175	Shadowhide-Streitaxt
2186	Ausstatter-Gürtel
2187	Ein Stapel Briefe
2188	Ein Brief für Grelin Whitebeard
2194	Diamanthammer
2195	Anvilmar-Messer
2203	Brashclaws Hackbeil
2204	Brashclaws Bratspieß
2205	Dämmerbringer
2207	Jambiya
2208	Poignard
2209	Kris
2210	Ramponierter Rundschild
2211	Gebogener großer Schild
2212	Gesprungener Rundschild
2213	Abgenutzter großer Schild
2214	Holz-Rundschild
2215	Holzschild
2216	Einfacher Rundschild
2217	Rechteckiger Schild
2218	Handwerker-Dolch
2219	Kleiner runder Schild
2220	Kastenschild
2221	Tartschenschild
2222	Turmschild
2223	Der Zeitplan des Sammlers
2224	Milizdolch
2225	Scharfes Küchenmesser
2226	Ogermagier-Stab
2227	Schwere Oger-Kriegsaxt
2230	Handschuhe der Muskelkraft
2231	Infernorobe
2232	Dunkelläufer-Stiefel
2233	Schattenwirker-Gamaschen
2234	Nightwalker-Rüstung
2235	Brackenklaue
2236	Schwarzfang
2237	Geflickte Hose
2238	Straßenjungen-Hose
2239	The Collector's Ring
2240	Unverwüstliches Cape
2241	Desperado-Cape
2243	Hand von Edgar dem Seltsamen
2244	Krolklinge
2245	Helm von Narv
2246	Myrmidon-Signet
2249	Miliz-Rundschild
2250	Schwärzliche Krebsküchlein
2251	Klebriges Spinnenbein
2252	Verschiedene Goblin-Vorräte
2254	Eisscheibenkriegshammer
2256	Skelett-Keule
2257	Frostmane-Stab
2258	Frostmane Kurzschwert
2259	Frostmane-Keule
2260	Frostmane-Handaxt
2262	Mal des Kern
2263	Phytoklinge
2264	Mantel der Diebe
2265	Stonesplinter-Axt
2266	Stonesplinter-Dolch
2267	Stonesplinter-Kolben
2268	Stonesplinter-Klinge
2271	Stab des gesegneten Sehers
2274	Randalierer-Handschuhe
2276	Sumpfwandler-Stiefel
2277	Totenbeschwörer-Gamaschen
2278	Waldfährtenleserschulterklappen
2280	Kams Wanderstecken
2281	Rodentia-Feuersteinaxt
2282	Rodentia-Kurzschwert
2283	Rattenstoff-Gürtel
2284	Rattenstoff-Umhang
2287	Fleischschenkel
2288	Herbeigezaubertes frisches Wasser
2289	Rolle der Kraft II
2290	Rolle des Intellekts II
2291	Kang der Köpfer
2292	Nekrologie-Roben
2295	Großer Eberhauer
2296	Große Geiferzahn-Schnauze
2299	Brennende Kriegsaxt
2300	Geprägte Leder-Weste
2302	Handgenähte Leder-Stiefel
2303	Handgenähte Lederhose
2304	Leichtes Rüstungsset
2307	Feine Leder-Stiefel
2308	Feiner Leder-Umhang
2309	Geprägte Leder-Stiefel
2310	Geprägter Leder-Umhang
2311	Weißes Lederwams
2312	Feine Leder-Handschuhe
2313	Mittleres Rüstungsset
2314	Gekräftigte Leder-Rüstung
2315	Dunkle Leder-Stiefel
2316	Dunkler Leder-Umhang
